Report ID,Report Type,Year,Arrest Date,Time,Time Range,Area Name,Reporting District,Age,Sex,Race,Charge Group Description,Arrest Type,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,CD
221315580,RFC,2022,8/5/22 0:00,800,4am-8am,Newton,1317,33,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,NEWTON ST,CENTRAL AV,34.0279,-118.247,14
221315581,RFC,2022,8/5/22 0:00,815,8am-12pm,Newton,1324,54,Female,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,1300 E 21ST ST,,34.0224,-118.2524,9
221712139,RFC,2022,8/5/22 0:00,1445,12pm-4pm,Devonshire,1782,33,Female,White,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,MIKUNI,NORDHOFF ST,34.2328,-118.5611,12
221712140,RFC,2022,8/5/22 0:00,1430,12pm-4pm,Devonshire,1782,52,Male,Black,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,MIKUNI,NORDHOFF WY,34.2328,-118.5611,12
221315576,RFC,2022,8/5/22 0:00,900,8am-12pm,Newton,1371,53,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,NEWTON,CENTRAL,33.9924,-118.2772,9
221712138,RFC,2022,8/7/22 0:00,820,8am-12pm,Devonshire,1782,50,Male,Black,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,MIKUNI,NORDHOFF,34.2328,-118.5611,12
221316156,RFC,2022,8/7/22 0:00,1730,4pm-8pm,Newton,1372,39,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,58TH ST,SAN PEDRO ST,33.9898,-118.2701,9
220813497,RFC,2022,8/8/22 0:00,800,4am-8am,West LA,851,65,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,OHIO,SALTAIR,34.0408,-118.4621,11
221112644,RFC,2022,8/9/22 0:00,2030,8pm-12am,Northeast,1139,30,Male,Hispanic/Latino,,Misdemeanor,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,5900 ARROYO DR,,34.1065,-118.1878,1
220119146,RFC,2022,8/9/22 0:00,1510,12pm-4pm,Central,176,62,Male,Black,,Infraction,41.18A3LAMC,,MISDEMEANOR COMPLAINT FILED,800 S CECILIA ST,,34.0392,-118.2524,14
220813498,RFC,2022,8/10/22 0:00,745,4am-8am,West LA,883,32,Male,Hispanic/Latino,,Misdemeanor,41.18(D),,MISDEMEANOR COMPLAINT FILED,EXPOSITION,SAWTELLE,34.04,-118.4393,5
220813499,RFC,2022,8/10/22 0:00,755,4am-8am,West LA,883,33,Female,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,SAWTELLE,34.04,-118.4393,5
220813217,RFC,2022,8/10/22 0:00,1950,4pm-8pm,West LA,854,34,Female,Black,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,COTNER,NEBRASKA,34.045,-118.4443,5
221913098,RFC,2022,8/10/22 0:00,920,8am-12pm,Mission,1913,47,Male,Hispanic/Latino,,Infraction,41.18(A)(1),,MISDEMEANOR COMPLAINT FILED,12900 SAN FERNANDO RD,,34.3049,-118.4658,7
221513546,RFC,2022,8/10/22 0:00,900,8am-12pm,N Hollywood,1511,29,Female,Hispanic/Latino,,Infraction,41.18A1,,MISDEMEANOR COMPLAINT FILED,GREENBUSH AV,RAYMER ST,34.2069,-118.4261,2
220813213,RFC,2022,8/10/22 0:00,1940,4pm-8pm,West LA,854,27,Female,White,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,COTNER,NEBRASKA,34.045,-118.4443,5
221112740,RFC,2022,8/11/22 0:00,1800,4pm-8pm,Northeast,1109,38,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,FIGUEROA,COLORADO BL,34.1381,-118.1874,14
220215530,RFC,2022,8/11/22 0:00,1050,8am-12pm,Rampart,245,40,Male,Hispanic/Latino,,Infraction,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,ALVARADO,7TH ST,34.0565,-118.2768,1
221317141,RFC,2022,8/11/22 0:00,740,4am-8am,Newton,1345,39,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GAGE AV,AVALON BL,34.0104,-118.2535,9
221317139,RFC,2022,8/11/22 0:00,730,4am-8am,Newton,1385,59,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,500 E GAGE AV,,33.9823,-118.266,9
220215531,RFC,2022,8/11/22 0:00,1120,8am-12pm,Rampart,245,53,Male,Hispanic/Latino,,Infraction,41.18CLAMC,,MISDEMEANOR COMPLAINT FILED,2200 W 6TH ST,,34.0601,-118.2761,1
221317142,RFC,2022,8/11/22 0:00,840,8am-12pm,Newton,1395,29,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GAGE AV,CENTRAL,33.982,-118.2565,9
221317138,RFC,2022,8/11/22 0:00,725,4am-8am,Newton,1385,36,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GAGE AV,AVALON BL,33.982,-118.2652,9
220813212,RFC,2022,8/12/22 0:00,1845,4pm-8pm,West LA,882,52,Male,White,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,BELOIT,OLYMPIC,34.0388,-118.4403,11
221316699,RFC,2022,8/12/22 0:00,1830,4pm-8pm,Newton,1372,41,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,58TH ST,SAN PEDRO,33.9898,-118.2701,9
221316695,RFC,2022,8/13/22 0:00,1725,4pm-8pm,Newton,1395,42,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,400 E 71ST ST,,33.9755,-118.2674,9
220215550,RFC,2022,8/13/22 0:00,1000,8am-12pm,Rampart,247,28,Male,Hispanic/Latino,,Infraction,41.18A4LAMC,,MISDEMEANOR COMPLAINT FILED,BONNIE BRAE,7TH ST,34.0596,-118.2701,1
220813361,RFC,2022,8/15/22 0:00,815,8am-12pm,West LA,854,32,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,NEBRASKA,COTNER,34.045,-118.4443,5
221316160,RFC,2022,8/16/22 0:00,845,8am-12pm,Newton,1377,41,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,5700 FORTUNA ST,,33.9913,-118.2456,9
221316163,RFC,2022,8/16/22 0:00,645,4am-8am,Newton,1367,42,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,4800 STAUNTON AV,,34.0006,-118.2421,9
221316162,RFC,2022,8/16/22 0:00,850,8am-12pm,Newton,1377,38,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,SLAUSON ST,FORTUNA AV,33.9896,-118.245,9
220813665,RFC,2022,8/17/22 0:00,838,8am-12pm,West LA,881,52,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,GRANVILLE,EXPOSITION,34.0326,-118.4492,11
221513921,RFC,2022,8/18/22 0:00,920,8am-12pm,N Hollywood,1511,61,Male,White,,Infraction,41.18(A),,MISDEMEANOR COMPLAINT FILED,GREENBUSH,RAYMER,34.2069,-118.4261,2
221513919,RFC,2022,8/18/22 0:00,915,8am-12pm,N Hollywood,1511,29,Female,Hispanic/Latino,,Infraction,41.18(A),,MISDEMEANOR COMPLAINT FILED,RAYMER,GREENBUSH,34.2069,-118.4261,2
221513920,RFC,2022,8/18/22 0:00,920,8am-12pm,N Hollywood,1511,38,Female,Hispanic/Latino,,Infraction,41.18(A),,MISDEMEANOR COMPLAINT FILED,GREENBUSH,RAYMER,34.2069,-118.4261,2
220813432,RFC,2022,8/18/22 0:00,1630,4pm-8pm,West LA,883,27,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,COTNER,NEBRASKA,34.04,-118.4393,5
220215885,RFC,2022,8/19/22 0:00,1700,4pm-8pm,Rampart,246,35,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,7TH,GRAND VIEW,34.0598,-118.2734,1
220813548,RFC,2022,8/19/22 0:00,1750,4pm-8pm,West LA,898,55,Male,Black,,Infraction,41.18ALAMC,,MISDEMEANOR COMPLAINT FILED,ROBERTSON AV,NATIONAL BL,34.0312,-118.3909,5
220813547,RFC,2022,8/19/22 0:00,1800,4pm-8pm,West LA,897,28,Male,Black,,Infraction,41.18ALAMC,,MISDEMEANOR COMPLAINT FILED,ROBERTSON AV,NATIONAL BL,34.0309,-118.3911,5
220813546,RFC,2022,8/19/22 0:00,1755,4pm-8pm,West LA,898,48,Male,Black,,Infraction,41.18ALAMC,,MISDEMEANOR COMPLAINT FILED,ROBERTSON AV,NATIONAL AV,34.0312,-118.3909,5
220215883,RFC,2022,8/19/22 0:00,1550,12pm-4pm,Rampart,256,46,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,6TH,LOMA,34.0565,-118.2724,1
220215940,RFC,2022,8/19/22 0:00,1652,4pm-8pm,Rampart,245,40,Female,Hispanic/Latino,,Infraction,41.18C1LAMC,,MISDEMEANOR COMPLAINT FILED,WILSHIRE,PARK VIEW,34.0597,-118.2795,1
220215941,RFC,2022,8/19/22 0:00,1637,4pm-8pm,Rampart,245,50,Male,Black,,Infraction,41.18C1LAMC,,MISDEMEANOR COMPLAINT FILED,6TH,PARK VIEW,34.0609,-118.278,1
220215884,RFC,2022,8/19/22 0:00,1558,12pm-4pm,Rampart,257,54,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1400 W 6TH ST,,34.0563,-118.2673,1
220215942,RFC,2022,8/19/22 0:00,1700,4pm-8pm,Rampart,245,61,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,2200 W 6TH ST,,34.0601,-118.2761,1
220813545,RFC,2022,8/20/22 0:00,1825,4pm-8pm,West LA,851,41,Male,Hispanic/Latino,,Infraction,41.18ALAMC,,MISDEMEANOR COMPLAINT FILED,OHIO AV,WELLESLEY AV,34.0388,-118.4645,11
221712578,RFC,2022,8/21/22 0:00,1035,8am-12pm,Devonshire,1792,39,Male,Hispanic/Latino,,Infraction,41.18(B)LAM,,MISDEMEANOR COMPLAINT FILED,ROSCOE BL,PENFIELD AV,34.2203,-118.5688,3
220813645,RFC,2022,8/22/22 0:00,1224,12pm-4pm,West LA,854,47,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,COTNER,NEBRASKA,34.045,-118.4443,5
220813648,RFC,2022,8/22/22 0:00,1155,8am-12pm,West LA,881,63,Male,Black,,Misdemeanor,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0326,-118.4492,11
221113010,RFC,2022,8/22/22 0:00,1040,8am-12pm,Northeast,1125,52,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,AVENUE 45,YORK,34.1237,-118.2183,14
221113011,RFC,2022,8/22/22 0:00,1040,8am-12pm,Northeast,1125,64,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,AVENUE 45,YORK BL,34.1237,-118.2183,14
220813630,RFC,2022,8/22/22 0:00,1615,4pm-8pm,West LA,851,41,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,OHIO AV,WELLESLEY AV,34.0388,-118.4645,11
220813647,RFC,2022,8/22/22 0:00,1138,8am-12pm,West LA,881,51,Male,Black,,Misdemeanor,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0326,-118.4492,11
220813646,RFC,2022,8/22/22 0:00,1115,8am-12pm,West LA,881,19,Female,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0326,-118.4492,11
221816625,RFC,2022,8/22/22 0:00,830,8am-12pm,Southeast,1802,33,Female,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,92ND ST,HARBOR FY,33.956,-118.2772,8
221316493,RFC,2022,8/23/22 0:00,755,4am-8am,Newton,1373,28,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,600 E 55TH ST,,33.9925,-118.2652,9
220813758,RFC,2022,8/23/22 0:00,915,8am-12pm,West LA,892,37,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,SAWTELLE,10 FWY,34.0321,-118.4399,11
221316492,RFC,2022,8/23/22 0:00,740,4am-8am,Newton,1373,59,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,600 E 55TH ST,,33.9925,-118.2652,9
220813759,RFC,2022,8/23/22 0:00,915,8am-12pm,West LA,892,34,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,SAWTELLE,10 FWY,34.0321,-118.4399,11
220813760,RFC,2022,8/23/22 0:00,925,8am-12pm,West LA,892,45,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,SAWTELLE,10 FWY,34.0321,-118.4399,11
220813761,RFC,2022,8/24/22 0:00,1000,8am-12pm,West LA,881,25,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PICO BL,CENTINELA,34.028,-118.4529,11
221913804,RFC,2022,8/25/22 0:00,1520,12pm-4pm,Mission,1901,58,Male,White,,Misdemeanor,41.18A1LAMC,,MISDEMEANOR COMPLAINT FILED,16400 FOOTHILL BL,,34.319,-118.4886,7
220813724,RFC,2022,8/25/22 0:00,700,4am-8am,West LA,897,55,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,ROBERTSON BL,NATIONAL,34.0309,-118.3911,5
220813770,RFC,2022,8/26/22 0:00,925,8am-12pm,West LA,853,28,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,BELOIT,OLYMPIC BL,34.0445,-118.4491,11
220813767,RFC,2022,8/26/22 0:00,715,4am-8am,West LA,897,38,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,NATIONAL BL,ROBERTSON BL,34.0312,-118.3909,5
220813771,RFC,2022,8/26/22 0:00,900,8am-12pm,West LA,853,59,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,COLBY,SANTA MONICA,34.0451,-118.453,11
221713528,RFC,2022,8/26/22 0:00,915,8am-12pm,Devonshire,1767,40,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,VARIEL AV,SUPERIOR ST,34.2442,-118.5362,12
221113298,RFC,2022,8/26/22 0:00,1500,12pm-4pm,Northeast,1139,52,Male,Hispanic/Latino,,Misdemeanor,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,5900 ARROYO DR,,34.1065,-118.1878,1
221514439,RFC,2022,8/28/22 0:00,1410,12pm-4pm,N Hollywood,1529,27,Male,Hispanic/Latino,,Misdemeanor,41.18A1LAMC,,MISDEMEANOR COMPLAINT FILED,HAMLIN ST,VINELAND AV,34.1829,-118.365,2
221913835,RFC,2022,8/29/22 0:00,945,8am-12pm,Mission,1913,48,Male,Hispanic/Latino,,Infraction,41.18(A)(1),,MISDEMEANOR COMPLAINT FILED,12900 SAN FERNANDO RD,,34.3049,-118.4658,7
220813947,RFC,2022,8/29/22 0:00,1248,12pm-4pm,West LA,881,26,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0332,-118.4483,11
220813946,RFC,2022,8/29/22 0:00,1150,8am-12pm,West LA,852,44,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,IDAHO,BUNDY,34.0413,-118.4561,11
220813985,RFC,2022,8/29/22 0:00,1700,4pm-8pm,West LA,895,25,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,BAGLEY,HARLOW,34.0344,-118.4049,5
220813944,RFC,2022,8/29/22 0:00,1208,12pm-4pm,West LA,852,62,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,OHIO,BUNDY,34.0413,-118.4561,11
220216625,RFC,2022,8/29/22 0:00,1050,8am-12pm,Rampart,256,39,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,7TH ST,GRANDVIEW ST,34.0565,-118.2724,1
221712959,RFC,2022,8/30/22 0:00,1726,4pm-8pm,Devonshire,1761,36,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER ST,CANOGA AV,34.2427,-118.5976,12
221913870,RFC,2022,8/30/22 0:00,730,4am-8am,Mission,1918,27,Female,White,,Infraction,41.18(B),,MISDEMEANOR COMPLAINT FILED,13000 FOOTHILL BL,,34.3038,-118.4261,7
220814122,RFC,2022,8/31/22 0:00,930,8am-12pm,West LA,895,25,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BAGLEY,HARLOW,34.0344,-118.4049,5
220814148,RFC,2022,8/31/22 0:00,730,4am-8am,West LA,841,55,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,OHIO AV,WELLESLEY AV,34.0423,-118.4656,11
221713090,RFC,2022,9/1/22 0:00,745,4am-8am,Devonshire,1768,35,Male,Hispanic/Latino,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,SUPERIOR ST,RESEDA BL,34.2467,-118.5112,12
221113447,RFC,2022,9/1/22 0:00,1415,12pm-4pm,Northeast,1136,53,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,3800 VERDUGO RD,,34.1202,-118.2289,1
221713085,RFC,2022,9/1/22 0:00,920,8am-12pm,Devonshire,1782,47,Female,White,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,8900 MIKUNI AV,,34.232,-118.5611,12
221713204,RFC,2022,9/1/22 0:00,900,8am-12pm,Devonshire,1782,63,Female,White,Disorderly Conduct,Misdemeanor,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,19300 LONDELIUS ST,,34.2299,-118.5535,12
221713087,RFC,2022,9/1/22 0:00,1100,8am-12pm,Devonshire,1715,35,Female,Hispanic/Latino,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,RINALDI ST,ZELZAH AV,34.2794,-118.5239,12
221713091,RFC,2022,9/1/22 0:00,840,8am-12pm,Devonshire,1782,34,Male,White,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,19300 LONDELIUS ST,,34.2299,-118.5535,12
221713203,RFC,2022,9/1/22 0:00,740,4am-8am,Devonshire,1767,40,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,SUPERIOR,RESEDA,34.2464,-118.5361,12
221113448,RFC,2022,9/1/22 0:00,1445,12pm-4pm,Northeast,1136,28,Female,Hispanic/Latino,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,3800 VERDUGO RD,,34.1202,-118.2289,1
221713205,RFC,2022,9/1/22 0:00,900,8am-12pm,Devonshire,1782,53,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,19300 LONDELIUS ST,,34.2299,-118.5535,12
221713089,RFC,2022,9/1/22 0:00,1000,8am-12pm,Devonshire,1762,59,Male,White,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,SUPERIOR ST,MASON AV,34.2463,-118.5798,12
220913416,RFC,2022,9/1/22 0:00,1130,8am-12pm,Van Nuys,914,57,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,14500 SHERMAN WY,,34.2012,-118.4487,2
221713092,RFC,2022,9/1/22 0:00,830,8am-12pm,Devonshire,1782,76,Female,White,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,LONDELIUS ST,TAMPA AV,34.2299,-118.5535,12
221914003,RFC,2022,9/2/22 0:00,2150,8pm-12am,Mission,1912,48,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,ROXFORD,RALSTON,34.3116,-118.4714,7
220120381,RFC,2022,9/2/22 0:00,1530,12pm-4pm,Central,176,63,Male,Black,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,700 WALL ST,,34.042,-118.2485,14
221113569,RFC,2022,9/3/22 0:00,1050,8am-12pm,Northeast,1117,62,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,2200 YOSEMITE DR,,34.1351,-118.2153,14
220216750,RFC,2022,9/6/22 0:00,1715,4pm-8pm,Rampart,246,50,Male,Black,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,600 S ALVARADO ST,,34.0595,-118.2749,1
220814187,RFC,2022,9/6/22 0:00,1645,4pm-8pm,West LA,802,55,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,STONER,MISSISSIPPI,34.0889,-118.5325,11
221914253,RFC,2022,9/7/22 0:00,1820,4pm-8pm,Mission,1901,42,Male,White,,Misdemeanor,41.18A1LAMC,,MISDEMEANOR COMPLAINT FILED,16400 FOOTHILL BL,,34.319,-118.4886,7
221914130,RFC,2022,9/7/22 0:00,1750,4pm-8pm,Mission,1912,48,Male,White,,Misdemeanor,41.18A1LAMC,,MISDEMEANOR COMPLAINT FILED,ROXFORD,RALSTON,34.3116,-118.4714,7
222114332,RFC,2022,9/8/22 0:00,1,12am-4am,Topanga,2125,48,Male,Hispanic/Latino,,Misdemeanor,41.18(C)LAM,,MISDEMEANOR COMPLAINT FILED,7600 ALABAMA AV,,34.2093,-118.5994,3
220217022,RFC,2022,9/9/22 0:00,1800,4pm-8pm,Rampart,266,48,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
220217015,RFC,2022,9/9/22 0:00,1825,4pm-8pm,Rampart,266,43,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
220217540,RFC,2022,9/9/22 0:00,1800,4pm-8pm,Rampart,266,49,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
220217016,RFC,2022,9/9/22 0:00,1805,4pm-8pm,Rampart,266,24,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
220217017,RFC,2022,9/9/22 0:00,1805,4pm-8pm,Rampart,266,66,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
220217021,RFC,2022,9/9/22 0:00,1805,4pm-8pm,Rampart,266,27,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1800 W 8TH ST,,34.0534,-118.2745,1
